1	0	2019-11-09 09:25:13
2	0	2019-11-09 09:25:33
3	0	2019-11-09 09:25:54
4	0	2019-11-09 09:26:15
5	0	2019-11-09 09:26:35
6	2570	2019-11-09 09:26:56
7	2570	2019-11-09 09:27:17
8	2570	2019-11-09 09:27:37
9	15020	2019-11-09 09:27:58
10	15020	2019-11-09 09:28:19
11	15020	2019-11-09 09:28:39
12	15020	2019-11-09 09:29:00
13	2150270	2019-11-09 09:29:21
14	2180170	2019-11-09 09:29:41
15	2180170	2019-11-09 09:30:02
16	2068440	2019-11-09 09:30:23
17	2068440	2019-11-09 09:30:43
18	2227440	2019-11-09 09:31:04
19	2059570	2019-11-09 09:31:25
20	2059570	2019-11-09 09:31:45
21	2234310	2019-11-09 09:32:06
22	2234310	2019-11-09 09:32:27
23	2060580	2019-11-09 09:32:47
24	2249830	2019-11-09 09:33:08
25	2226300	2019-11-09 09:33:29
26	2226300	2019-11-09 09:33:49
27	2226300	2019-11-09 09:34:10
28	2226300	2019-11-09 09:34:31
29	2226300	2019-11-09 09:34:51
30	2226300	2019-11-09 09:35:12
31	2052640	2019-11-09 09:35:33
32	2052640	2019-11-09 09:35:53
33	2052640	2019-11-09 09:36:14
34	2052640	2019-11-09 09:36:35
35	2052640	2019-11-09 09:36:55
36	2052640	2019-11-09 09:37:16
37	2226160	2019-11-09 09:37:36
38	2226160	2019-11-09 09:37:57
39	2226160	2019-11-09 09:38:18
40	2226160	2019-11-09 09:38:38
41	2226160	2019-11-09 09:38:59
42	2226160	2019-11-09 09:39:20
43	2217790	2019-11-09 09:39:40
44	2217790	2019-11-09 09:40:01
45	2217790	2019-11-09 09:40:22
46	2217790	2019-11-09 09:40:42
47	2217790	2019-11-09 09:41:03
48	2217790	2019-11-09 09:41:24
49	2056570	2019-11-09 09:41:44
50	2056570	2019-11-09 09:42:06
51	2056570	2019-11-09 09:42:26
52	2056570	2019-11-09 09:42:47
53	2056570	2019-11-09 09:43:08
54	185030	2019-11-09 09:43:28
55	185030	2019-11-09 09:43:49
56	185030	2019-11-09 09:44:10
57	185030	2019-11-09 09:44:30
58	185030	2019-11-09 09:44:51
59	185030	2019-11-09 09:45:12
60	2223010	2019-11-09 09:45:32
61	2223010	2019-11-09 09:45:53
62	2223010	2019-11-09 09:46:14
63	2223010	2019-11-09 09:46:34
64	2223010	2019-11-09 09:46:55
65	2223010	2019-11-09 09:47:16
66	3000	2019-11-09 09:47:36
67	3000	2019-11-09 09:47:57
68	3000	2019-11-09 09:48:18
69	3000	2019-11-09 09:48:38
70	3000	2019-11-09 09:48:59
71	3000	2019-11-09 09:49:20
72	257270	2019-11-09 09:49:40
73	257270	2019-11-09 09:50:01
74	257270	2019-11-09 09:50:21
75	257270	2019-11-09 09:50:42
76	257270	2019-11-09 09:51:03
77	257270	2019-11-09 09:51:23
78	174090	2019-11-09 09:51:44
79	174090	2019-11-09 09:52:05
80	174090	2019-11-09 09:52:25
81	174090	2019-11-09 09:52:46
82	174090	2019-11-09 09:53:07
83	2930	2019-11-09 09:53:27
84	2930	2019-11-09 09:53:48
85	2930	2019-11-09 09:54:09
86	2930	2019-11-09 09:54:29
87	2930	2019-11-09 09:54:50
88	2930	2019-11-09 09:55:11
89	271790	2019-11-09 09:55:31
90	271790	2019-11-09 09:55:52
91	271790	2019-11-09 09:56:12
92	271790	2019-11-09 09:56:33
93	271790	2019-11-09 09:56:54
94	271790	2019-11-09 09:57:14
95	176450	2019-11-09 09:57:35
96	176450	2019-11-09 09:57:56
97	176450	2019-11-09 09:58:16
98	176450	2019-11-09 09:58:37
99	176450	2019-11-09 09:58:58
